127.0.0.1 - - [14/Jun/2021:08:53:11 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:53:24 +0530] "GET /restAssignment/webjars/springfox-swagger-ui/fonts/source-code-pro-v7-latin-600.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:53:27 +0530] "GET /restAssignment/webjars/springfox-swagger-ui/fonts/titillium-web-v6-latin-regular.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:53:40 +0530] "GET /restAssignment/api/books/?limit=2&page=0 HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:53:40 +0530] "GET /restAssignment/webjars/springfox-swagger-ui/fonts/titillium-web-v6-latin-600.woff2 HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:54:37 +0530] "GET /restAssignment/swagger-ui.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:54:38 +0530] "GET /restAssignment/webjars/springfox-swagger-ui/favicon-32x32.png?v=2.9.2 HTTP/1.1" 200 1141
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:54:38 +0530] "GET /restAssignment/swagger-resources/configuration/ui HTTP/1.1" 200 462
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:54:38 +0530] "GET /restAssignment/swagger-resources/configuration/security HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:54:38 +0530] "GET /restAssignment/swagger-resources HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:54:38 +0530] "GET /restAssignment/ HTTP/1.1" 200 110
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:54:38 +0530] "GET /restAssignment/csrf HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:54:38 +0530] "GET /restAssignment/v2/api-docs HTTP/1.1" 200 5846
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:55:24 +0530] "GET /restAssignment/swagger-ui.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:55:24 +0530] "GET /restAssignment/webjars/springfox-swagger-ui/favicon-32x32.png?v=2.9.2 HTTP/1.1" 200 1141
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:55:24 +0530] "GET /restAssignment/swagger-resources/configuration/ui HTTP/1.1" 200 462
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:55:24 +0530] "GET /restAssignment/swagger-resources/configuration/security HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:55:24 +0530] "GET /restAssignment/swagger-resources HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:55:24 +0530] "GET /restAssignment/ HTTP/1.1" 200 110
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:55:24 +0530] "GET /restAssignment/csrf HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:55:24 +0530] "GET /restAssignment/v2/api-docs HTTP/1.1" 200 5913
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:56:03 +0530] "POST /restAssignment/api/books/ HTTP/1.1" 200 148
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:56:21 +0530] "GET /restAssignment/api/books/?limit=2&page=0 HTTP/1.1" 400 616
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:59:42 +0530] "GET /restAssignment/swagger-ui.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:59:43 +0530] "GET /restAssignment/webjars/springfox-swagger-ui/favicon-32x32.png?v=2.9.2 HTTP/1.1" 200 1141
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:59:43 +0530] "GET /restAssignment/swagger-resources/configuration/ui HTTP/1.1" 200 462
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:59:43 +0530] "GET /restAssignment/swagger-resources/configuration/security HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:59:43 +0530] "GET /restAssignment/swagger-resources HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:59:43 +0530] "GET /restAssignment/ HTTP/1.1" 200 110
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:59:43 +0530] "GET /restAssignment/csrf HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:59:43 +0530] "GET /restAssignment/v2/api-docs HTTP/1.1" 200 5913
0:0:0:0:0:0:0:1 - - [14/Jun/2021:08:59:56 +0530] "GET /restAssignment/api/books/?limit=2&page=0 HTTP/1.1" 400 616
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:04:06 +0530] "GET /restAssignment/swagger-ui.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:04:06 +0530] "GET /restAssignment/webjars/springfox-swagger-ui/favicon-32x32.png?v=2.9.2 HTTP/1.1" 200 1141
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:04:06 +0530] "GET /restAssignment/swagger-resources/configuration/ui HTTP/1.1" 200 462
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:04:06 +0530] "GET /restAssignment/swagger-resources/configuration/security HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:04:06 +0530] "GET /restAssignment/swagger-resources HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:04:06 +0530] "GET /restAssignment/ HTTP/1.1" 200 110
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:04:06 +0530] "GET /restAssignment/csrf HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:04:07 +0530] "GET /restAssignment/v2/api-docs HTTP/1.1" 200 5850
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:04:24 +0530] "GET /restAssignment/api/books/?limit=2&page=0 HTTP/1.1" 200 324
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:09:48 +0530] "POST /restAssignment/api/books/ HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:10:10 +0530] "POST /restAssignment/api/books/ HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:10:10 +0530] "POST /restAssignment/api/books/ HTTP/1.1" 200 144
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:10:44 +0530] "POST /restAssignment/api/books/ HTTP/1.1" 200 152
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:11:04 +0530] "GET /restAssignment/api/books/?limit=2&page=0 HTTP/1.1" 200 459
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:11:29 +0530] "GET /restAssignment/api/authors/ HTTP/1.1" 200 465
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:12:11 +0530] "GET /restAssignment/api/authors/3 HTTP/1.1" 200 252
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:12:19 +0530] "DELETE /restAssignment/api/authors/3 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:12:35 +0530] "DELETE /restAssignment/api/authors/4 HTTP/1.1" 200 20
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:12:54 +0530] "GET /restAssignment/api/authors/2/books HTTP/1.1" 400 422
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:14:08 +0530] "GET /restAssignment/swagger-ui.html HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:14:08 +0530] "GET /restAssignment/webjars/springfox-swagger-ui/favicon-32x32.png?v=2.9.2 HTTP/1.1" 200 1141
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:14:08 +0530] "GET /restAssignment/swagger-resources/configuration/ui HTTP/1.1" 200 462
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:14:08 +0530] "GET /restAssignment/swagger-resources/configuration/security HTTP/1.1" 200 12
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:14:08 +0530] "GET /restAssignment/swagger-resources HTTP/1.1" 200 101
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:14:08 +0530] "GET /restAssignment/ HTTP/1.1" 200 110
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:14:08 +0530] "GET /restAssignment/csrf HTTP/1.1" 404 682
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:14:08 +0530] "GET /restAssignment/v2/api-docs HTTP/1.1" 200 5850
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:14:17 +0530] "GET /restAssignment/api/authors/2/books HTTP/1.1" 200 267
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:14:33 +0530] "GET /restAssignment/api/books/?limit=3&page=0 HTTP/1.1" 200 432
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:15:08 +0530] "DELETE /restAssignment/api/books/4 HTTP/1.1" 200 19
0:0:0:0:0:0:0:1 - - [14/Jun/2021:09:15:30 +0530] "DELETE /restAssignment/api/books/5 HTTP/1.1" 200 19
